dt,AverageTemperature,AverageTemperatureUncertainty
1899-10-01,8.275,0.547
1899-11-01,3.507,0.568
1899-12-01,-4.209,0.6779999999999999
1900-01-01,-1.812,1.36
1900-02-01,2.465,0.561
1900-03-01,0.4300000000000001,0.619
1900-04-01,8.052999999999999,0.384
1900-05-01,13.727,0.198
1900-06-01,17.845,0.329
1900-07-01,20.612,0.68
1900-08-01,19.465,0.585
1900-09-01,14.351,0.5489999999999999
1900-10-01,11.031,0.534
1900-11-01,5.716,0.563
1900-12-01,0.685,0.693
1901-01-01,-7.001,0.613
1901-02-01,-3.192,0.401
1901-03-01,4.724,0.353
1901-04-01,8.642000000000001,0.443
1901-05-01,14.25,0.414
1901-06-01,19.059,0.38
1901-07-01,19.867,0.537
1901-08-01,18.679,0.502
1901-09-01,14.489,0.609
1901-10-01,9.917,0.5820000000000001
1901-11-01,2.155,0.598
1901-12-01,2.329,0.229
1902-01-01,0.286,0.8140000000000001
1902-02-01,1.057,0.8320000000000001
1902-03-01,2.729,0.237
1902-04-01,7.319,0.254
1902-05-01,11.393,0.426
1902-06-01,17.323,0.435
1902-07-01,18.472,0.344
1902-08-01,19.226,0.483
1902-09-01,14.57,0.338
1902-10-01,9.478,0.486
1902-11-01,-0.6909999999999998,0.563
1902-12-01,-6.721,0.6459999999999999
1903-01-01,-3.564,0.547
1903-02-01,0.976,0.978
1903-03-01,5.086,0.456
1903-04-01,7.561,0.502
1903-05-01,13.981,0.5
1903-06-01,17.11,0.491
1903-07-01,19.06600000000001,0.3670000000000001
1903-08-01,18.606,0.207
1903-09-01,15.384,0.502
1903-10-01,10.045,0.341
1903-11-01,4.859,0.5589999999999999
1903-12-01,0.2759999999999999,0.877
1904-01-01,-4.924,1.022
1904-02-01,1.958,0.531
1904-03-01,1.857,0.899
1904-04-01,7.928,0.282
1904-05-01,13.563,0.408
1904-06-01,17.73,0.479
1904-07-01,20.349,0.551
1904-08-01,19.411,0.5379999999999999
1904-09-01,13.47,0.616
1904-10-01,10.103,0.369
1904-11-01,0.7760000000000002,0.54
1904-12-01,-0.5429999999999999,0.6729999999999999
1905-01-01,-7.007000000000001,0.525
1905-02-01,-3.109,0.7040000000000001
1905-03-01,2.611,0.7190000000000001
1905-04-01,7.465,0.219
1905-05-01,14.508,0.331
1905-06-01,18.075,0.416
1905-07-01,20.95,0.347
1905-08-01,21.182,0.41
1905-09-01,16.349999999999998,0.38
1905-10-01,7.672000000000001,0.4920000000000001
1905-11-01,6.309,0.402
1905-12-01,-1.271,0.406
1906-01-01,-3.646,0.727
1906-02-01,-0.342,0.38
1906-03-01,4.855,0.362
1906-04-01,9.565,0.209
1906-05-01,14.952,0.446
1906-06-01,17.863,0.4270000000000001
1906-07-01,19.968,0.341
1906-08-01,18.074,0.353
1906-09-01,13.654000000000002,0.285
1906-10-01,7.877000000000001,0.34
1906-11-01,5.7970000000000015,0.355
1906-12-01,-1.622,0.78
1907-01-01,-6.154,0.619
1907-02-01,-5.3420000000000005,0.613
1907-03-01,-1.666,0.679
1907-04-01,6.053000000000001,0.536
1907-05-01,17.097,0.424
1907-06-01,18.066,0.249
1907-07-01,19.13000000000001,0.332
1907-08-01,18.998,0.414
1907-09-01,14.434,0.357
1907-10-01,12.445,0.397
1907-11-01,1.999,0.5579999999999999
1907-12-01,0.3420000000000001,0.476
1908-01-01,-3.668,0.933
1908-02-01,0.2569999999999999,0.645
1908-03-01,3.133,0.464
1908-04-01,7.91,0.353
1908-05-01,16.549,0.4970000000000001
1908-06-01,18.883,0.371
1908-07-01,19.217,0.335
1908-08-01,18.381,0.295
1908-09-01,13.845,0.271
1908-10-01,7.7029999999999985,0.332
1908-11-01,-1.0929999999999989,0.263
1908-12-01,-2.689,0.631
1909-01-01,-6.589,0.968
1909-02-01,-6.569,0.371
1909-03-01,2.645,0.57
1909-04-01,8.419,0.429
1909-05-01,13.863,0.463
1909-06-01,17.637,0.7759999999999999
1909-07-01,19.883,0.6759999999999999
1909-08-01,20.514,0.288
1909-09-01,17.090999999999998,0.461
1909-10-01,11.194,0.527
1909-11-01,3.233,0.42
1909-12-01,1.243,0.7929999999999999
1910-01-01,-1.2970000000000002,0.967
1910-02-01,2.865,0.495
1910-03-01,3.209,0.423
1910-04-01,8.724,0.359
1910-05-01,14.274,0.384
1910-06-01,18.226,0.231
1910-07-01,19.059,0.397
1910-08-01,18.985,0.354
1910-09-01,14.726,0.312
1910-10-01,8.343,0.378
1910-11-01,3.854,0.33
1910-12-01,1.168,0.964
1911-01-01,-1.827,0.52
1911-02-01,-5.172000000000001,0.6970000000000001
1911-03-01,2.532,0.494
1911-04-01,7.971,0.245
1911-05-01,14.872,0.354
1911-06-01,17.200999999999997,0.418
1911-07-01,19.313,0.338
1911-08-01,19.323,0.465
1911-09-01,14.677,0.336
1911-10-01,10.061,0.224
1911-11-01,6.165,0.419
1911-12-01,-0.0409999999999999,0.944
1912-01-01,-6.519,0.581
1912-02-01,0.466,0.695
1912-03-01,6.263,0.471
1912-04-01,6.523,0.318
1912-05-01,12.799,0.476
1912-06-01,18.39,0.419
1912-07-01,18.618,0.237
1912-08-01,17.732,0.381
1912-09-01,12.055,0.443
1912-10-01,6.428,0.505
1912-11-01,2.866,0.27
1912-12-01,0.992,0.715
1913-01-01,-3.491,0.408
1913-02-01,-2.9719999999999995,0.409
1913-03-01,5.898,0.429
1913-04-01,9.05,0.319
1913-05-01,12.934,0.364
1913-06-01,16.634999999999998,0.407
1913-07-01,17.175,0.319
1913-08-01,17.355,0.517
1913-09-01,15.185,0.45
1913-10-01,9.176,0.413
1913-11-01,4.621,0.166
1913-12-01,0.21,0.628
1914-01-01,-6.222,0.431
1914-02-01,-1.92,0.636
1914-03-01,5.055,0.391
1914-04-01,9.543,0.24
1914-05-01,13.765999999999998,0.481
1914-06-01,16.967,0.412
1914-07-01,19.325,0.307
1914-08-01,18.316,0.408
1914-09-01,13.031,0.275
1914-10-01,7.792000000000001,0.317
1914-11-01,1.2919999999999998,0.416
1914-12-01,0.23,0.964
1915-01-01,0.7849999999999997,0.6409999999999999
1915-02-01,0.1619999999999999,0.493
1915-03-01,1.5980000000000003,0.588
1915-04-01,8.207,0.29
1915-05-01,13.905,0.253
1915-06-01,18.613,0.338
1915-07-01,19.794,0.259
1915-08-01,17.06,0.201
1915-09-01,12.697,0.522
1915-10-01,8.636000000000001,0.542
1915-11-01,2.427,0.341
1915-12-01,2.39,0.599
1916-01-01,0.2719999999999998,0.812
1916-02-01,-0.0569999999999999,0.446
1916-03-01,5.959,0.447
1916-04-01,9.027,0.412
1916-05-01,13.665,0.16
1916-06-01,18.114,0.639
1916-07-01,19.602,0.444
1916-08-01,17.975,0.307
1916-09-01,13.487,0.376
1916-10-01,9.48,0.35
1916-11-01,5.607,0.443
1916-12-01,2.323,0.6509999999999999
1917-01-01,-1.4130000000000005,0.917
1917-02-01,-6.61,0.5870000000000001
1917-03-01,1.726,0.922
1917-04-01,8.741,0.448
1917-05-01,13.421,0.318
1917-06-01,18.452,0.288
1917-07-01,19.47300000000001,0.5539999999999999
1917-08-01,20.466,0.312
1917-09-01,15.734000000000002,0.422
1917-10-01,11.136,0.271
1917-11-01,5.827000000000001,0.384
1917-12-01,-2.556,0.525
1918-01-01,-0.185,0.71
1918-02-01,-0.5109999999999999,0.514
1918-03-01,3.305,0.482
1918-04-01,10.062,0.547
1918-05-01,13.464,0.546
1918-06-01,16.641,0.7929999999999999
1918-07-01,19.47300000000001,0.431
1918-08-01,18.728,0.347
1918-09-01,17.207,0.532
1918-10-01,12.082,0.251
1918-11-01,2.551,0.685
1918-12-01,0.21,0.429
1919-01-01,-0.0020000000000002,0.8270000000000001
1919-02-01,-1.67,1.081
1919-03-01,4.148,0.46
1919-04-01,9.555,0.7120000000000001
1919-05-01,9.954999999999998,0.523
1919-06-01,16.724,0.379
1919-07-01,18.262,0.242
1919-08-01,17.611,0.439
1919-09-01,16.769000000000002,0.293
1919-10-01,8.868,0.398
1919-11-01,2.625,0.679
1919-12-01,-0.6940000000000001,0.7490000000000001
1920-01-01,-0.9340000000000002,0.753
1920-02-01,-2.861,0.672
1920-03-01,4.678,0.629
1920-04-01,12.109000000000002,0.696
1920-05-01,15.691,0.321
1920-06-01,16.794999999999998,0.308
1920-07-01,20.547,0.267
1920-08-01,19.08,0.277
1920-09-01,14.797,0.602
1920-10-01,4.9510000000000005,0.307
1920-11-01,-1.4110000000000005,0.775
1920-12-01,-1.099,1.359
1921-01-01,1.5799999999999996,0.5870000000000001
1921-02-01,-3.452,0.7929999999999999
1921-03-01,4.534000000000002,0.4
1921-04-01,8.844,0.324
1921-05-01,16.180999999999997,0.41
1921-06-01,16.621,0.271
1921-07-01,19.81,0.358
1921-08-01,20.421,0.41
1921-09-01,13.371,0.343
1921-10-01,8.565,0.362
1921-11-01,1.5189999999999997,0.512
1921-12-01,-2.423,0.77
1922-01-01,-5.059,0.774
1922-02-01,-3.5410000000000004,0.514
1922-03-01,5.662999999999999,0.61
1922-04-01,8.347000000000001,0.355
1922-05-01,14.545,0.362
1922-06-01,18.126,0.616
1922-07-01,20.709,0.244
1922-08-01,19.49,0.444
1922-09-01,14.369000000000002,0.434
1922-10-01,8.103,0.6659999999999999
1922-11-01,1.306,0.255
1922-12-01,-2.841,0.6890000000000001
1923-01-01,-1.7120000000000002,0.383
1923-02-01,-2.012,0.948
1923-03-01,4.303,0.386
1923-04-01,7.9,0.3229999999999999
1923-05-01,16.840999999999998,0.639
1923-06-01,16.531,0.327
1923-07-01,19.284,0.408
1923-08-01,18.342,0.3
1923-09-01,16.101,0.191
1923-10-01,12.323,0.316
1923-11-01,8.496,0.358
1923-12-01,0.5040000000000001,0.3670000000000001
1924-01-01,-7.728,0.488
1924-02-01,-2.468,0.469
1924-03-01,2.05,0.378
1924-04-01,8.501,0.435
1924-05-01,16.794999999999998,0.469
1924-06-01,19.505,0.362
1924-07-01,19.352,0.391
1924-08-01,18.62,0.356
1924-09-01,17.453,0.328
1924-10-01,9.335,0.314
1924-11-01,1.0330000000000004,0.29
1924-12-01,-2.5540000000000003,0.7290000000000001
1925-01-01,-1.475,0.5579999999999999
1925-02-01,3.706,0.638
1925-03-01,4.132,0.411
1925-04-01,9.355,0.3
1925-05-01,15.129,0.406
1925-06-01,15.81,0.442
1925-07-01,19.658,0.371
1925-08-01,18.559,0.547
1925-09-01,14.184,0.27
1925-10-01,9.342,0.315
1925-11-01,6.266,0.325
1925-12-01,-3.823,0.607
1926-01-01,-2.3870000000000005,0.6970000000000001
1926-02-01,1.072,0.643
1926-03-01,2.031,0.324
1926-04-01,10.508,0.374
1926-05-01,14.179,0.5529999999999999
1926-06-01,17.654,0.421
1926-07-01,19.471,0.397
1926-08-01,16.742,0.265
1926-09-01,14.793,0.414
1926-10-01,10.587,0.3720000000000001
1926-11-01,8.815999999999997,0.688
1926-12-01,-0.521,0.425
1927-01-01,-1.3000000000000005,0.525
1927-02-01,-3.924,0.735
1927-03-01,6.518000000000002,0.258
1927-04-01,9.546,0.461
1927-05-01,13.754,0.3670000000000001
1927-06-01,19.55,0.402
1927-07-01,20.637,0.342
1927-08-01,20.692,0.289
1927-09-01,17.137999999999998,0.382
1927-10-01,10.218,0.302
1927-11-01,5.007,0.37
1927-12-01,-5.2970000000000015,0.404
1928-01-01,-3.96,0.154
1928-02-01,-3.707,0.438
1928-03-01,-0.2410000000000001,0.417
1928-04-01,9.592,0.27
1928-05-01,12.491,0.561
1928-06-01,16.724,0.457
1928-07-01,21.634,0.416
1928-08-01,19.622,0.342
1928-09-01,16.064,0.248
1928-10-01,8.74,0.183
1928-11-01,6.621,0.304
1928-12-01,-1.9,0.5660000000000001
1929-01-01,-5.872999999999999,0.493
1929-02-01,-10.444,1.4340000000000002
1929-03-01,-1.4480000000000002,0.428
1929-04-01,5.09,0.333
1929-05-01,16.209,0.327
1929-06-01,17.467,0.278
1929-07-01,19.111,0.342
1929-08-01,21.77,0.201
1929-09-01,13.873,0.243
1929-10-01,11.289,0.364
1929-11-01,6.345,0.331
1929-12-01,0.505,0.462
1930-01-01,-1.905,0.474
1930-02-01,-0.931,0.362
1930-03-01,5.321000000000001,0.433
1930-04-01,9.648,0.211
1930-05-01,13.787,0.259
1930-06-01,17.871,0.43
1930-07-01,19.895,0.256
1930-08-01,19.055,0.23
1930-09-01,16.36,0.308
1930-10-01,10.252,0.322
1930-11-01,5.932,0.237
1930-12-01,-0.491,0.425
1931-01-01,-1.6969999999999998,0.261
1931-02-01,-1.5539999999999998,1.222
1931-03-01,1.1090000000000002,0.428
1931-04-01,6.433999999999998,0.335
1931-05-01,16.038999999999998,0.53
1931-06-01,19.38,0.455
1931-07-01,21.476,0.376
1931-08-01,19.448,0.335
1931-09-01,12.776,0.378
1931-10-01,8.529,0.358
1931-11-01,2.6860000000000004,0.376
1931-12-01,-3.778,1.051
1932-01-01,-3.864,1.4680000000000002
1932-02-01,-7.997000000000001,0.8640000000000001
1932-03-01,-2.486,0.654
1932-04-01,8.538,0.183
1932-05-01,15.072,0.355
1932-06-01,17.192,0.7490000000000001
1932-07-01,20.78,0.4270000000000001
1932-08-01,19.454,0.445
1932-09-01,17.875999999999998,0.384
1932-10-01,13.105,0.599
1932-11-01,3.119,0.629
1932-12-01,-0.037,0.453
1933-01-01,-6.132000000000001,1.0
1933-02-01,-1.696,0.556
1933-03-01,2.567,0.573
1933-04-01,5.654,0.521
1933-05-01,12.667,0.292
1933-06-01,15.435,0.409
1933-07-01,18.604,0.484
1933-08-01,18.141,0.494
1933-09-01,13.09,0.33
1933-10-01,9.872,0.465
1933-11-01,5.382000000000001,0.436
1933-12-01,-6.597000000000001,1.004
1934-01-01,-4.76,0.677
1934-02-01,-3.07,1.202
1934-03-01,6.1110000000000015,0.588
1934-04-01,11.589,0.555
1934-05-01,16.38,0.241
1934-06-01,17.691,0.223
1934-07-01,19.462,0.358
1934-08-01,19.47,0.355
1934-09-01,15.698,0.318
1934-10-01,10.304,0.425
1934-11-01,6.507999999999999,0.375
1934-12-01,1.176,0.62
1935-01-01,-5.7970000000000015,0.506
1935-02-01,-2.8069999999999995,0.288
1935-03-01,1.93,0.5820000000000001
1935-04-01,8.877,0.364
1935-05-01,13.220999999999998,0.304
1935-06-01,19.265,0.41
1935-07-01,18.996,0.505
1935-08-01,19.224,0.312
1935-09-01,15.526,0.397
1935-10-01,13.193,0.377
1935-11-01,2.492,0.338
1935-12-01,0.8640000000000001,0.206
1936-01-01,2.963,0.607
1936-02-01,-0.2799999999999999,0.459
1936-03-01,6.457999999999999,0.413
1936-04-01,9.606,0.362
1936-05-01,15.005,0.547
1936-06-01,17.389,0.329
1936-07-01,22.75,0.166
1936-08-01,18.416,0.413
1936-09-01,14.261,0.324
1936-10-01,7.105,0.385
1936-11-01,4.2620000000000005,0.39
1936-12-01,-0.606,0.616
1937-01-01,-5.59,0.226
1937-02-01,-1.0539999999999998,0.263
1937-03-01,6.746,0.47
1937-04-01,7.802,0.441
1937-05-01,16.445,0.342
1937-06-01,19.148,0.255
1937-07-01,20.455,0.351
1937-08-01,18.964,0.282
1937-09-01,17.480999999999998,0.266
1937-10-01,9.455,0.242
1937-11-01,4.932,0.352
1937-12-01,1.038,0.529
1938-01-01,-4.458,0.615
1938-02-01,-0.7959999999999999,0.68
1938-03-01,5.032,0.49
1938-04-01,6.987,0.281
1938-05-01,13.458,0.28
1938-06-01,19.034,0.406
1938-07-01,21.506,0.294
1938-08-01,20.231,0.239
1938-09-01,15.1,0.171
1938-10-01,11.002,0.226
1938-11-01,5.626,0.315
1938-12-01,-1.842,0.505
1939-01-01,-0.165,0.4320000000000001
1939-02-01,1.0219999999999998,0.358
1939-03-01,1.4430000000000005,0.407
1939-04-01,10.559,0.406
1939-05-01,14.543,0.303
1939-06-01,18.597,0.547
1939-07-01,20.868,0.404
1939-08-01,19.357,0.596
1939-09-01,14.733,0.525
1939-10-01,9.125,0.3
1939-11-01,3.657,0.272
1939-12-01,-0.6789999999999999,0.813
1940-01-01,-9.042,0.507
1940-02-01,-5.5760000000000005,0.6579999999999999
1940-03-01,0.2760000000000002,0.474
1940-04-01,7.917000000000001,0.397
1940-05-01,12.171,0.4320000000000001
1940-06-01,17.456999999999994,0.473
1940-07-01,19.729,0.434
1940-08-01,16.937,0.308
1940-09-01,15.081,0.446
1940-10-01,9.348,0.409
1940-11-01,6.405,0.208
1940-12-01,-5.568999999999999,0.4370000000000001
1941-01-01,-4.7810000000000015,1.127
1941-02-01,1.0140000000000002,0.539
1941-03-01,3.154,0.298
1941-04-01,9.524,0.351
1941-05-01,12.689,0.3229999999999999
1941-06-01,17.043999999999997,0.439
1941-07-01,19.192,0.486
1941-08-01,18.54,0.585
1941-09-01,11.890999999999998,0.443
1941-10-01,7.564,0.231
1941-11-01,-0.1009999999999999,0.398
1941-12-01,-2.201,0.846
1942-01-01,-10.892,0.8690000000000001
1942-02-01,-4.1400000000000015,1.019
1942-03-01,-0.7319999999999998,1.4
1942-04-01,7.082999999999999,0.402
1942-05-01,14.809,0.388
1942-06-01,18.34,0.284
1942-07-01,19.576,0.479
1942-08-01,19.605,0.479
1942-09-01,17.211,0.454
1942-10-01,10.03,0.411
1942-11-01,1.5619999999999998,0.526
1942-12-01,-0.812,0.792
1943-01-01,-6.462000000000001,0.499
1943-02-01,-0.484,0.441
1943-03-01,2.752,0.454
1943-04-01,9.669,0.339
1943-05-01,12.7,0.304
1943-06-01,16.743,0.365
1943-07-01,19.039,0.337
1943-08-01,20.99,0.735
1943-09-01,16.903,0.413
1943-10-01,10.906,0.6859999999999999
1943-11-01,4.885,0.232
1943-12-01,-0.067,0.36
1944-01-01,-2.4720000000000004,0.5870000000000001
1944-02-01,-1.218,0.439
1944-03-01,1.763,0.652
1944-04-01,8.392000000000001,0.436
1944-05-01,12.869000000000002,0.36
1944-06-01,18.071,0.413
1944-07-01,19.181,0.388
1944-08-01,19.312,0.535
1944-09-01,15.497,0.369
1944-10-01,11.27,0.187
1944-11-01,4.212,0.429
1944-12-01,-1.626,0.269
1945-01-01,-5.114000000000001,0.4920000000000001
1945-02-01,-2.1630000000000003,0.286
1945-03-01,3.079,0.797
1945-04-01,8.269,0.293
1945-05-01,15.657,0.551
1945-06-01,18.166,0.465
1945-07-01,20.274,0.3670000000000001
1945-08-01,19.982,0.336
1945-09-01,15.731,0.297
1945-10-01,8.408,0.342
1945-11-01,3.717,0.358
1945-12-01,-2.0580000000000003,0.7040000000000001
1946-01-01,-5.327999999999999,0.531
1946-02-01,-1.17,0.7609999999999999
1946-03-01,3.725,0.351
1946-04-01,10.651,0.362
1946-05-01,16.204,0.339
1946-06-01,19.892,0.331
1946-07-01,21.888,0.298
1946-08-01,22.45,0.397
1946-09-01,17.868,0.26
1946-10-01,6.063,0.397
1946-11-01,4.444,0.517
1946-12-01,-2.436,0.52
1947-01-01,-9.308,0.508
1947-02-01,-3.0,1.473
1947-03-01,6.129,0.405
1947-04-01,11.447,0.32
1947-05-01,15.581,0.426
1947-06-01,19.079,0.42
1947-07-01,20.989,0.327
1947-08-01,18.72,0.188
1947-09-01,16.285,0.279
1947-10-01,6.91,0.328
1947-11-01,4.466,0.49
1947-12-01,0.5790000000000002,0.51
1948-01-01,2.4489999999999994,0.484
1948-02-01,-1.561,0.5429999999999999
1948-03-01,2.815,0.5820000000000001
1948-04-01,10.652,0.217
1948-05-01,15.16,0.28
1948-06-01,17.288999999999998,0.283
1948-07-01,18.649,0.225
1948-08-01,19.739,0.203
1948-09-01,15.2,0.258
1948-10-01,10.396,0.188
1948-11-01,2.457,0.586
1948-12-01,-5.75,0.624
1949-01-01,-0.9450000000000004,0.552
1949-02-01,-1.291,1.08
1949-03-01,0.335,0.297
1949-04-01,8.802999999999999,0.395
1949-05-01,16.173,0.328
1949-06-01,15.899,0.348
1949-07-01,18.765,0.3229999999999999
1949-08-01,18.065,0.276
1949-09-01,14.783,0.242
1949-10-01,9.345,0.205
1949-11-01,6.348,0.4
1949-12-01,1.5780000000000003,0.578
1950-01-01,-7.26,0.457
1950-02-01,-0.3459999999999998,0.526
1950-03-01,3.827,0.249
1950-04-01,11.885,0.245
1950-05-01,15.993,0.218
1950-06-01,18.381,0.196
1950-07-01,21.649,0.319
1950-08-01,19.865,0.238
1950-09-01,16.813,0.235
1950-10-01,8.375,0.476
1950-11-01,4.722,0.341
1950-12-01,3.204,0.439
1951-01-01,-0.6389999999999998,0.563
1951-02-01,0.76,0.563
1951-03-01,5.332000000000001,0.301
1951-04-01,10.398,0.215
1951-05-01,15.082,0.219
1951-06-01,18.84,0.602
1951-07-01,20.258,0.38
1951-08-01,20.992,0.298
1951-09-01,16.894000000000002,0.387
1951-10-01,6.948,0.121
1951-11-01,6.07,0.541
1951-12-01,-0.363,0.43
1952-01-01,-0.552,0.373
1952-02-01,-0.8079999999999998,0.219
1952-03-01,-0.185,0.46
1952-04-01,11.06,0.188
1952-05-01,12.994000000000002,0.255
1952-06-01,17.605,0.255
1952-07-01,20.797,0.172
1952-08-01,22.202,0.333
1952-09-01,16.473,0.251
1952-10-01,10.36,0.277
1952-11-01,4.07,0.187
1952-12-01,0.422,0.456
1953-01-01,-2.0700000000000003,0.293
1953-02-01,-1.932,0.236
1953-03-01,2.115,0.221
1953-04-01,9.245,0.18
1953-05-01,13.197,0.298
1953-06-01,19.535,0.42
1953-07-01,21.407,0.243
1953-08-01,19.302,0.327
1953-09-01,15.938,0.218
1953-10-01,10.208,0.235
1953-11-01,1.0869999999999995,0.3720000000000001
1953-12-01,-2.231,0.478
1954-01-01,-8.963,0.5329999999999999
1954-02-01,-8.99,1.094
1954-03-01,3.721,0.848
1954-04-01,6.492999999999999,0.267
1954-05-01,14.299,0.248
1954-06-01,20.066,0.397
1954-07-01,19.863,0.268
1954-08-01,20.082,0.158
1954-09-01,17.301,0.211
1954-10-01,9.432,0.296
1954-11-01,4.065,0.212
1954-12-01,1.023,0.262
1955-01-01,-1.0740000000000005,0.369
1955-02-01,0.215,0.334
1955-03-01,2.1500000000000004,0.228
1955-04-01,5.564,0.26
1955-05-01,13.985,0.247
1955-06-01,17.212999999999994,0.28
1955-07-01,19.411,0.45
1955-08-01,18.079,0.41
1955-09-01,15.518,0.228
1955-10-01,11.102,0.317
1955-11-01,3.266,0.195
1955-12-01,1.0,0.209
1956-01-01,-1.152,0.46
1956-02-01,-8.721,0.7440000000000001
1956-03-01,-1.084,0.385
1956-04-01,9.306,0.218
1956-05-01,13.662,0.284
1956-06-01,17.727,0.23
1956-07-01,19.504,0.198
1956-08-01,20.47,0.3720000000000001
1956-09-01,14.916,0.227
1956-10-01,9.266,0.245
1956-11-01,-0.0149999999999996,0.279
1956-12-01,-1.01,0.413
1957-01-01,-3.1860000000000004,0.565
1957-02-01,2.5340000000000003,0.441
1957-03-01,3.796,0.378
1957-04-01,9.256,0.421
1957-05-01,12.9,0.344
1957-06-01,19.407,0.517
1957-07-01,20.759,0.406
1957-08-01,19.719,0.7809999999999999
1957-09-01,15.358,0.6759999999999999
1957-10-01,9.289,0.515
1957-11-01,4.822,0.235
1957-12-01,-2.775,0.486
1958-01-01,-2.4080000000000004,0.262
1958-02-01,2.704,0.332
1958-03-01,0.8040000000000003,0.1669999999999999
1958-04-01,6.961,0.423
1958-05-01,17.688,0.225
1958-06-01,17.456999999999994,0.396
1958-07-01,20.408,0.505
1958-08-01,20.203,0.494
1958-09-01,14.582,0.363
1958-10-01,9.396,0.341
1958-11-01,4.901,0.33
1958-12-01,1.6350000000000002,0.288
1959-01-01,-2.4640000000000004,0.575
1959-02-01,-3.222,0.675
1959-03-01,4.927,0.449
1959-04-01,9.261,0.377
1959-05-01,14.014,0.285
1959-06-01,17.224999999999998,0.274
1959-07-01,21.25500000000001,0.364
1959-08-01,19.095,0.244
1959-09-01,12.704,0.331
1959-10-01,7.512,0.288
1959-11-01,3.583,0.399
1959-12-01,1.1940000000000002,0.433
1960-01-01,-2.2090000000000005,0.396
1960-02-01,-1.442,0.357
1960-03-01,3.028,0.394
1960-04-01,8.637,0.235
1960-05-01,13.51,0.294
1960-06-01,18.057,0.337
1960-07-01,19.114,0.34
1960-08-01,19.207,0.313
1960-09-01,13.446,0.192
1960-10-01,12.082,0.305
1960-11-01,7.541,0.203
1960-12-01,4.268000000000002,0.243
1961-01-01,-3.4120000000000004,0.462
1961-02-01,0.012,0.174
1961-03-01,5.933,0.28
1961-04-01,11.71,0.336
1961-05-01,12.85,0.265
1961-06-01,18.837,0.364
1961-07-01,19.077,0.232
1961-08-01,19.179,0.113
1961-09-01,15.749,0.129
1961-10-01,10.4,0.301
1961-11-01,6.29,0.2
1961-12-01,-1.56,0.243
1962-01-01,-1.5340000000000005,0.483
1962-02-01,-2.343,0.229
1962-03-01,0.992,0.217
1962-04-01,10.083,0.283
1962-05-01,15.048,0.2
1962-06-01,17.116,0.514
1962-07-01,18.966,0.207
1962-08-01,21.078000000000003,0.213
1962-09-01,15.134,0.259
1962-10-01,10.147,0.356
1962-11-01,7.097,0.215
1962-12-01,-3.596,0.345
1963-01-01,-9.55,0.604
1963-02-01,-3.0010000000000003,0.467
1963-03-01,0.6380000000000003,0.179
1963-04-01,8.807,0.326
1963-05-01,15.668,0.424
1963-06-01,18.653,0.256
1963-07-01,21.269,0.378
1963-08-01,21.306,0.136
1963-09-01,16.872,0.331
1963-10-01,9.782,0.149
1963-11-01,7.8450000000000015,0.35
1963-12-01,-3.731,0.462
1964-01-01,-7.164,0.8959999999999999
1964-02-01,-3.212,0.459
1964-03-01,1.069,0.284
1964-04-01,9.488,0.23
1964-05-01,12.988,0.321
1964-06-01,20.546,0.3720000000000001
1964-07-01,19.597,0.203
1964-08-01,18.026,0.299
1964-09-01,14.65,0.222
1964-10-01,11.069,0.262
1964-11-01,4.915,0.189
1964-12-01,0.5,0.319
1965-01-01,-1.4420000000000002,0.472
1965-02-01,-5.432,0.343
1965-03-01,3.217,0.348
1965-04-01,6.5150000000000015,0.191
1965-05-01,13.300999999999998,0.286
1965-06-01,18.113,0.4
1965-07-01,19.722,0.24
1965-08-01,17.541,0.126
1965-09-01,16.576,0.227
1965-10-01,8.597000000000001,0.309
1965-11-01,2.642,0.338
1965-12-01,1.012,0.373
1966-01-01,-3.968,0.46
1966-02-01,3.797,0.358
1966-03-01,4.343,0.3
1966-04-01,11.232,0.157
1966-05-01,14.441,0.187
1966-06-01,16.663999999999998,0.305
1966-07-01,19.995,0.296
1966-08-01,19.612,0.186
1966-09-01,14.843,0.225
1966-10-01,13.765999999999998,0.206
1966-11-01,5.035,0.188
1966-12-01,-0.659,0.253
1967-01-01,-5.4910000000000005,0.452
1967-02-01,-2.011,0.307
1967-03-01,4.534000000000002,0.268
1967-04-01,9.11,0.094
1967-05-01,14.989,0.254
1967-06-01,17.144000000000002,0.234
1967-07-01,20.614,0.435
1967-08-01,19.946,0.374
1967-09-01,16.768,0.227
1967-10-01,11.837,0.243
1967-11-01,5.434,0.182
1967-12-01,-1.4340000000000002,0.226
1968-01-01,-4.4220000000000015,0.384
1968-02-01,1.0750000000000002,0.428
1968-03-01,3.484,0.295
1968-04-01,11.727,0.121
1968-05-01,16.869999999999994,0.116
1968-06-01,19.076,0.449
1968-07-01,19.103,0.313
1968-08-01,18.027,0.133
1968-09-01,15.425,0.157
1968-10-01,9.096,0.196
1968-11-01,5.803999999999999,0.217
1968-12-01,-2.266,0.278
1969-01-01,-6.6610000000000005,0.802
1969-02-01,-2.215,0.3720000000000001
1969-03-01,0.242,0.521
1969-04-01,7.945,0.191
1969-05-01,16.645,0.176
1969-06-01,17.278,0.331
1969-07-01,18.303,0.256
1969-08-01,19.23,0.295
1969-09-01,15.333,0.131
1969-10-01,9.295,0.258
1969-11-01,7.473000000000001,0.4970000000000001
