dt,AverageTemperature,AverageTemperatureUncertainty
1830-12-01,1.685,3.028
1831-01-01,-5.0630000000000015,3.33
1831-02-01,-1.791,5.896
1831-03-01,2.7910000000000004,4.317
1831-04-01,10.319,1.288
1831-05-01,14.476,3.527
1831-06-01,17.264999999999993,2.7030000000000003
1831-07-01,19.588,1.872
1831-08-01,17.84,2.101
1831-09-01,13.137,2.052
1831-10-01,9.357,2.149
1831-11-01,2.772,5.845
1831-12-01,-2.263,4.711
1832-01-01,-3.683,2.324
1832-02-01,-2.4290000000000003,3.02
1832-03-01,0.9680000000000004,2.583
1832-04-01,7.18,3.902
1832-05-01,13.168,2.299
1832-06-01,16.718999999999998,2.261
1832-07-01,17.262,3.07
1832-08-01,18.464,2.301
1832-09-01,12.697,3.212
1832-10-01,8.383,2.374
1832-11-01,0.7669999999999999,1.36
1832-12-01,-4.183999999999998,4.796
1833-01-01,-6.73,4.302
1833-02-01,0.2490000000000001,2.154
1833-03-01,2.849,2.471
1833-04-01,7.898,2.151
1833-05-01,15.984000000000002,2.0980000000000003
1833-06-01,20.168,1.87
1833-07-01,19.428,1.795
1833-08-01,16.857,2.318
1833-09-01,14.134,1.382
1833-10-01,7.935,1.787
1833-11-01,3.1100000000000003,1.7380000000000002
1833-12-01,0.5229999999999999,3.008
1834-01-01,-1.4200000000000002,1.903
1834-02-01,-3.177,2.449
1834-03-01,2.0570000000000004,2.463
1834-04-01,7.303999999999999,2.925
1834-05-01,17.547,1.702
1834-06-01,19.203,3.242
1834-07-01,21.689,2.075
1834-08-01,20.547,1.452
1834-09-01,16.646,3.353
1834-10-01,8.418,1.3159999999999998
1834-11-01,3.666,2.559
1834-12-01,-1.4780000000000002,1.921
1835-01-01,-2.1530000000000005,2.297
1835-02-01,0.4040000000000001,2.315
1835-03-01,3.3200000000000003,2.226
1835-04-01,7.552,2.6710000000000003
1835-05-01,14.393,1.791
1835-06-01,18.348,2.02
1835-07-01,19.961,2.0780000000000003
1835-08-01,17.683,1.389
1835-09-01,13.05,2.08
1835-10-01,9.327,1.581
1835-11-01,-0.8420000000000005,1.513
1835-12-01,-5.071999999999999,1.756
1836-01-01,-6.11,1.153
1836-02-01,-1.408,1.511
1836-03-01,6.992999999999999,1.648
1836-04-01,9.309,1.3530000000000002
1836-05-01,12.361999999999998,1.966
1836-06-01,18.148,1.7380000000000002
1836-07-01,18.332,2.335
1836-08-01,17.742,2.0
1836-09-01,14.617,2.809
1836-10-01,11.335,5.401
1836-11-01,2.602,2.131
1836-12-01,1.136,2.378
1837-01-01,-3.248,2.985
1837-02-01,-3.749,1.881
1837-03-01,1.435,2.137
1837-04-01,9.267,1.832
1837-05-01,13.314,1.704
1837-06-01,16.637,1.994
1837-07-01,17.445999999999998,1.6130000000000002
1837-08-01,19.597,1.525
1837-09-01,14.106,1.411
1837-10-01,7.667999999999998,3.174
1837-11-01,3.4610000000000003,2.87
1837-12-01,-4.08,4.205
1838-01-01,-9.743,2.425
1838-02-01,-3.307,1.658
1838-03-01,2.5540000000000003,1.755
1838-04-01,7.575,1.4469999999999998
1838-05-01,14.392,1.18
1838-06-01,17.203999999999994,1.655
1838-07-01,18.23,3.839
1838-08-01,17.102999999999998,3.3960000000000004
1838-09-01,15.986,1.6780000000000002
1838-10-01,6.862,4.16
1838-11-01,3.972,2.319
1838-12-01,-2.575,2.835
1839-01-01,-4.593,1.804
1839-02-01,-1.995,1.716
1839-03-01,-1.839,2.077
1839-04-01,5.537000000000001,1.834
1839-05-01,14.588,1.12
1839-06-01,19.52,1.6669999999999998
1839-07-01,20.521,2.829
1839-08-01,20.2,3.1630000000000003
1839-09-01,16.352999999999998,2.169
1839-10-01,9.832,2.051
1839-11-01,4.711,1.643
1839-12-01,-3.529,1.301
1840-01-01,-4.274,2.371
1840-02-01,-3.123,2.357
1840-03-01,-1.3719999999999994,1.052
1840-04-01,6.855,2.575
1840-05-01,12.928999999999998,1.4
1840-06-01,17.322,1.716
1840-07-01,20.743,1.266
1840-08-01,18.246,1.296
1840-09-01,16.235,1.374
1840-10-01,7.364,2.4290000000000003
1840-11-01,4.867,3.045
1840-12-01,-8.044,2.059
1841-01-01,-3.992,2.73
1841-02-01,-7.04,2.842
1841-03-01,1.457,3.663
1841-04-01,10.029,1.835
1841-05-01,16.598,1.2990000000000002
1841-06-01,19.307,1.511
1841-07-01,21.794,1.936
1841-08-01,19.977,1.71
1841-09-01,16.064999999999998,1.027
1841-10-01,11.549,1.439
1841-11-01,4.113,0.924
1841-12-01,0.7949999999999999,2.2230000000000003
1842-01-01,-6.24,2.129
1842-02-01,-4.377,1.4580000000000002
1842-03-01,2.5580000000000003,2.53
1842-04-01,6.598000000000001,2.074
1842-05-01,14.542,2.072
1842-06-01,17.819000000000003,1.186
1842-07-01,19.405,1.513
1842-08-01,19.614,1.7280000000000002
1842-09-01,14.981,1.673
1842-10-01,7.600999999999999,1.256
1842-11-01,2.667,1.76
1842-12-01,0.6990000000000001,2.158
1843-01-01,-1.0790000000000002,1.8
1843-02-01,3.882,1.3119999999999998
1843-03-01,1.676,1.517
1843-04-01,8.398,1.638
1843-05-01,11.952,1.48
1843-06-01,17.233999999999998,1.4509999999999998
1843-07-01,18.706,1.4680000000000002
1843-08-01,18.394,1.976
1843-09-01,13.514,1.794
1843-10-01,9.299,1.66
1843-11-01,2.734,1.037
1843-12-01,1.358,3.06
1844-01-01,-4.6370000000000005,1.024
1844-02-01,-1.411,1.757
1844-03-01,1.039,2.301
1844-04-01,6.84,1.298
1844-05-01,14.422,0.7440000000000001
1844-06-01,17.301,0.897
1844-07-01,18.746,1.19
1844-08-01,18.366,2.724
1844-09-01,15.243,0.7829999999999999
1844-10-01,9.724,1.046
1844-11-01,3.99,1.012
1844-12-01,-5.448,1.359
1845-01-01,-1.5830000000000004,1.948
1845-02-01,-6.084,4.136
1845-03-01,-0.8760000000000003,1.482
1845-04-01,9.003,1.298
1845-05-01,13.587,1.611
1845-06-01,18.61,1.227
1845-07-01,21.36,1.325
1845-08-01,18.151,1.021
1845-09-01,13.711,1.039
1845-10-01,9.924,0.968
1845-11-01,4.94,0.998
1845-12-01,0.5940000000000001,2.619
1846-01-01,-1.6990000000000005,1.991
1846-02-01,-0.4069999999999999,1.643
1846-03-01,5.926,1.843
1846-04-01,10.302,1.666
1846-05-01,13.82,2.233
1846-06-01,17.038999999999998,1.868
1846-07-01,21.062,2.142
1846-08-01,21.281,1.479
1846-09-01,15.45,1.7280000000000002
1846-10-01,12.028,1.036
1846-11-01,1.247,1.847
1846-12-01,-1.298,1.497
1847-01-01,-7.462000000000001,6.066
1847-02-01,-2.119,1.328
1847-03-01,0.8660000000000001,2.6710000000000003
1847-04-01,9.196,1.273
1847-05-01,16.057000000000002,0.94
1847-06-01,16.854999999999997,1.706
1847-07-01,19.699,1.421
1847-08-01,20.635,1.3330000000000002
1847-09-01,14.218,0.961
1847-10-01,8.248,0.911
1847-11-01,2.323,0.972
1847-12-01,-3.48,2.685
1848-01-01,-9.966,2.63
1848-02-01,-0.0149999999999999,0.941
1848-03-01,4.266,0.992
1848-04-01,11.911,0.938
1848-05-01,13.890999999999998,1.406
1848-06-01,21.416,2.42
1848-07-01,21.018,2.411
1848-08-01,20.094,1.662
1848-09-01,13.693,1.25
1848-10-01,11.809,1.1840000000000002
1848-11-01,4.136,1.079
1848-12-01,-1.017,2.391
1849-01-01,-5.422999999999999,0.92
1849-02-01,-0.002,2.44
1849-03-01,1.16,1.894
1849-04-01,8.152000000000001,1.992
1849-05-01,14.765999999999998,0.7509999999999999
1849-06-01,19.217,1.639
1849-07-01,19.258,1.2
1849-08-01,18.813,1.286
1849-09-01,13.392,1.227
1849-10-01,9.681,1.5719999999999998
1849-11-01,4.1930000000000005,2.886
1849-12-01,-4.848000000000001,1.001
1850-01-01,-8.505,1.6740000000000002
1850-02-01,-0.999,0.922
1850-03-01,-0.0710000000000001,2.81
1850-04-01,7.857,1.959
1850-05-01,13.977,0.8390000000000001
1850-06-01,19.685,0.8440000000000001
1850-07-01,19.706,1.664
1850-08-01,21.268,1.5619999999999998
1850-09-01,13.151,0.924
1850-10-01,9.798,1.3119999999999998
1850-11-01,3.394,2.0540000000000003
1850-12-01,-0.076,1.9
1851-01-01,-4.144,0.501
1851-02-01,-1.7639999999999998,1.202
1851-03-01,3.856,1.6230000000000002
1851-04-01,10.105,1.655
1851-05-01,14.87,1.472
1851-06-01,17.131999999999998,1.247
1851-07-01,19.84800000000001,2.13
1851-08-01,19.796,1.973
1851-09-01,14.438,0.94
1851-10-01,11.481,2.229
1851-11-01,7.348000000000001,2.401
1851-12-01,-1.141,3.604
1852-01-01,-0.75,2.591
1852-02-01,-1.084,0.899
1852-03-01,0.7570000000000001,1.047
1852-04-01,4.979,1.981
1852-05-01,13.732,1.154
1852-06-01,18.711,1.494
1852-07-01,19.595,1.617
1852-08-01,19.119,1.5830000000000002
1852-09-01,14.875,1.737
1852-10-01,9.832,1.63
1852-11-01,5.7970000000000015,1.43
1852-12-01,1.6269999999999998,1.455
1853-01-01,-0.0539999999999998,1.182
1853-02-01,0.6600000000000001,1.569
1853-03-01,3.486,2.05
1853-04-01,6.3580000000000005,1.162
1853-05-01,14.95,1.301
1853-06-01,18.593,1.225
1853-07-01,20.94100000000001,0.941
1853-08-01,19.707,0.976
1853-09-01,14.640999999999998,0.741
1853-10-01,11.274,1.025
1853-11-01,2.226,2.1830000000000003
1853-12-01,-3.524,0.979
1854-01-01,-2.045,2.687
1854-02-01,-2.849,1.252
1854-03-01,0.4089999999999998,1.364
1854-04-01,6.914,0.889
1854-05-01,15.38,0.927
1854-06-01,17.272000000000002,1.445
1854-07-01,20.614,1.315
1854-08-01,18.707,1.411
1854-09-01,12.923,1.179
1854-10-01,9.915,0.93
1854-11-01,2.963,1.4780000000000002
1854-12-01,0.708,2.725
1855-01-01,-4.487,2.274
1855-02-01,-2.46,2.268
1855-03-01,4.046,0.8370000000000001
1855-04-01,8.062999999999999,1.511
1855-05-01,15.15,1.289
1855-06-01,19.997,1.064
1855-07-01,20.095,1.012
1855-08-01,19.134,0.805
1855-09-01,12.979,0.436
1855-10-01,11.657,1.062
1855-11-01,3.3600000000000003,1.341
1855-12-01,-5.564,2.5540000000000003
1856-01-01,-1.1180000000000003,1.225
1856-02-01,-0.7829999999999999,1.529
1856-03-01,-0.722,1.45
1856-04-01,9.074,1.159
1856-05-01,13.714,1.807
1856-06-01,18.644,1.777
1856-07-01,18.258000000000006,0.7340000000000001
1856-08-01,19.095,1.641
1856-09-01,14.169,1.508
1856-10-01,8.539,1.212
1856-11-01,-0.6789999999999994,1.868
1856-12-01,-0.23,1.661
1857-01-01,-1.87,1.988
1857-02-01,-3.898,2.158
1857-03-01,1.5119999999999998,1.0759999999999998
1857-04-01,9.952,0.923
1857-05-01,13.446,1.379
1857-06-01,16.613,1.283
1857-07-01,19.179,1.024
1857-08-01,18.32,1.4
1857-09-01,13.031,1.466
1857-10-01,11.409,1.089
1857-11-01,2.119,0.934
1857-12-01,-1.26,1.857
1858-01-01,-8.503,3.272
1858-02-01,-9.416,2.819
1858-03-01,0.4810000000000003,1.4
1858-04-01,6.800000000000002,1.45
1858-05-01,13.927,1.511
1858-06-01,17.374000000000002,1.2819999999999998
1858-07-01,20.431,1.3630000000000002
1858-08-01,18.515,0.861
1858-09-01,15.251,1.132
1858-10-01,11.953,1.042
1858-11-01,0.5710000000000002,1.891
1858-12-01,-1.754,1.04
1859-01-01,-3.893,1.669
1859-02-01,0.232,1.435
1859-03-01,3.49,1.036
1859-04-01,9.548,0.691
1859-05-01,14.986,0.999
1859-06-01,16.801,1.167
1859-07-01,21.001,0.871
1859-08-01,21.266,0.75
1859-09-01,14.688,0.514
1859-10-01,11.237,1.013
1859-11-01,2.949,1.954
1859-12-01,-1.28,2.391
1860-01-01,-0.5760000000000005,1.835
1860-02-01,-1.0739999999999998,1.181
1860-03-01,1.043,2.05
1860-04-01,9.513,1.168
1860-05-01,13.911,0.517
1860-06-01,19.224,0.701
1860-07-01,18.561,0.805
1860-08-01,20.167,1.065
1860-09-01,16.176,0.685
1860-10-01,8.149,1.198
1860-11-01,2.6580000000000004,0.662
1860-12-01,-0.583,1.112
1861-01-01,-7.835000000000001,1.351
1861-02-01,0.7590000000000001,0.939
1861-03-01,3.721,1.192
1861-04-01,6.629,1.18
1861-05-01,11.478,1.601
1861-06-01,18.739,1.712
1861-07-01,20.483,1.137
1861-08-01,19.446,0.632
1861-09-01,14.798,0.8079999999999999
1861-10-01,8.571,0.746
1861-11-01,5.268,1.278
1861-12-01,-4.571000000000001,3.761
1862-01-01,-5.48,1.499
1862-02-01,-4.38,1.168
1862-03-01,4.509,1.595
1862-04-01,10.630999999999998,1.16
1862-05-01,15.767,2.237
1862-06-01,19.033,1.193
1862-07-01,20.39,0.965
1862-08-01,19.278,1.457
1862-09-01,15.537,1.114
1862-10-01,9.44,1.048
1862-11-01,2.622,2.599
1862-12-01,-6.177999999999999,3.44
1863-01-01,-0.6680000000000001,2.6910000000000003
1863-02-01,-0.963,4.27
1863-03-01,5.466,0.7
1863-04-01,7.121,2.715
1863-05-01,16.154,1.105
1863-06-01,18.103,1.886
1863-07-01,19.086,1.638
1863-08-01,19.824,0.807
1863-09-01,16.994,0.8809999999999999
1863-10-01,10.52,1.176
1863-11-01,4.8,1.62
1863-12-01,-2.318,1.599
1864-01-01,-8.406,2.022
1864-02-01,-1.2959999999999998,2.456
1864-03-01,5.3660000000000005,0.983
1864-04-01,6.518000000000002,1.707
1864-05-01,11.46,1.248
1864-06-01,18.687,1.089
1864-07-01,17.93,1.259
1864-08-01,17.505,1.263
1864-09-01,14.813,1.465
1864-10-01,7.974,1.3159999999999998
1864-11-01,3.711,1.676
1864-12-01,-4.561999999999999,2.126
1865-01-01,-1.0080000000000005,1.833
1865-02-01,-4.682,1.957
1865-03-01,0.7130000000000001,1.158
1865-04-01,8.312000000000001,1.18
1865-05-01,15.705,1.289
1865-06-01,15.732,1.182
1865-07-01,21.044,1.092
1865-08-01,19.168,1.3219999999999998
1865-09-01,12.858,1.6569999999999998
1865-10-01,10.739,1.168
1865-11-01,4.597,1.443
1865-12-01,-3.03,2.122
1866-01-01,-2.5650000000000004,1.056
1866-02-01,0.2669999999999999,1.052
1866-03-01,5.87,1.267
1866-04-01,9.953,1.144
1866-05-01,12.239999999999998,1.142
1866-06-01,19.692,0.679
1866-07-01,20.377,0.907
1866-08-01,18.331,0.925
1866-09-01,17.428,0.513
1866-10-01,6.404999999999999,0.6459999999999999
1866-11-01,2.01,1.327
1866-12-01,-1.859,0.871
1867-01-01,-0.1210000000000004,1.4480000000000002
1867-02-01,0.8719999999999999,0.807
1867-03-01,1.0530000000000004,1.284
1867-04-01,9.523,1.263
1867-05-01,14.825,0.578
1867-06-01,16.979999999999997,0.797
1867-07-01,19.488,1.152
1867-08-01,18.265,1.658
1867-09-01,14.771,0.951
1867-10-01,9.53,0.634
1867-11-01,-0.202,2.333
1867-12-01,-3.5,2.091
1868-01-01,-3.2670000000000003,1.876
1868-02-01,-2.524,1.76
1868-03-01,1.739,0.884
1868-04-01,7.82,1.277
1868-05-01,15.461,0.931
1868-06-01,19.607,0.833
1868-07-01,19.772,0.487
1868-08-01,19.229,0.988
1868-09-01,16.337,0.8640000000000001
1868-10-01,11.287,0.88
1868-11-01,1.992,1.362
1868-12-01,0.7629999999999999,1.358
1869-01-01,-6.311,1.461
1869-02-01,1.6569999999999998,1.577
1869-03-01,3.4530000000000003,1.294
1869-04-01,9.04,1.263
1869-05-01,16.453,0.7659999999999999
1869-06-01,17.299,0.875
1869-07-01,19.409,0.95
1869-08-01,19.269,0.8740000000000001
1869-09-01,14.474,1.176
1869-10-01,9.779,0.964
1869-11-01,3.804,1.096
1869-12-01,1.327,1.1740000000000002
1870-01-01,-2.2880000000000003,0.857
1870-02-01,-7.322999999999999,1.413
1870-03-01,0.5210000000000004,0.762
1870-04-01,6.7810000000000015,0.727
1870-05-01,15.285,1.064
1870-06-01,17.173,0.934
1870-07-01,20.245,0.588
1870-08-01,17.857,0.392
1870-09-01,12.042,0.856
1870-10-01,7.606999999999998,0.94
1870-11-01,7.252000000000001,1.396
1870-12-01,-2.527,1.463
1871-01-01,-3.8,1.756
1871-02-01,-4.099,1.011
1871-03-01,2.6180000000000003,1.032
1871-04-01,7.892,0.984
1871-05-01,11.421,1.388
1871-06-01,16.817999999999998,0.455
1871-07-01,20.765,0.402
1871-08-01,19.457,0.483
1871-09-01,14.2,0.521
1871-10-01,6.605,0.903
1871-11-01,4.759,0.979
1871-12-01,-6.0600000000000005,2.248
1872-01-01,-2.426,1.991
1872-02-01,-3.865,1.119
1872-03-01,4.2780000000000005,1.177
1872-04-01,10.986,1.836
1872-05-01,17.72,0.875
1872-06-01,16.808999999999994,0.925
1872-07-01,19.21,0.84
1872-08-01,18.724,0.967
1872-09-01,16.463,0.5589999999999999
1872-10-01,11.384,0.56
1872-11-01,6.5520000000000005,0.8109999999999999
1872-12-01,1.806,2.026
1873-01-01,-0.0910000000000006,0.905
1873-02-01,-0.833,0.7609999999999999
1873-03-01,5.53,0.8220000000000001
1873-04-01,8.706,1.43
1873-05-01,12.571,0.872
1873-06-01,17.028,0.487
1873-07-01,20.551,0.563
1873-08-01,20.633000000000003,0.436
1873-09-01,14.467,1.073
1873-10-01,11.829,0.583
1873-11-01,3.986,0.621
1873-12-01,-2.559,1.225
1874-01-01,-4.941,1.873
1874-02-01,-3.483,0.768
1874-03-01,-0.1160000000000001,1.273
1874-04-01,9.864,0.7240000000000001
1874-05-01,10.782,0.716
1874-06-01,18.582,0.942
1874-07-01,21.304,1.071
1874-08-01,19.496,0.443
1874-09-01,16.328,0.53
1874-10-01,9.989,0.669
1874-11-01,1.5410000000000004,0.982
1874-12-01,2.004,1.0590000000000002
1875-01-01,-3.856,0.513
1875-02-01,-6.63,1.057
1875-03-01,-2.8429999999999995,1.55
1875-04-01,5.872999999999999,0.826
1875-05-01,13.970999999999998,0.38
1875-06-01,21.038,1.267
1875-07-01,20.023,1.042
1875-08-01,18.689,0.778
1875-09-01,11.924,0.532
1875-10-01,8.426,0.735
1875-11-01,3.123,0.732
1875-12-01,-4.8420000000000005,0.8370000000000001
1876-01-01,-7.358,0.468
1876-02-01,-1.4449999999999998,0.73
1876-03-01,6.03,1.382
1876-04-01,11.208,1.107
1876-05-01,12.451,0.721
1876-06-01,18.299,0.833
1876-07-01,19.516,0.828
1876-08-01,19.0,0.618
1876-09-01,14.83,0.6890000000000001
1876-10-01,9.03,0.943
1876-11-01,-0.8770000000000007,1.324
1876-12-01,1.148,2.625
1877-01-01,-0.9080000000000004,2.928
1877-02-01,-1.033,1.439
1877-03-01,2.813,0.477
1877-04-01,7.547999999999999,1.317
1877-05-01,12.961,0.7559999999999999
1877-06-01,18.576,1.676
1877-07-01,19.572,0.882
1877-08-01,20.484,0.542
1877-09-01,13.249,0.252
1877-10-01,6.94,0.5710000000000001
1877-11-01,3.643,1.267
1877-12-01,-1.93,2.152
1878-01-01,-5.159000000000002,1.275
1878-02-01,-1.34,0.799
1878-03-01,1.7200000000000002,0.868
1878-04-01,8.902000000000001,0.867
1878-05-01,14.495,0.526
1878-06-01,17.962,1.136
1878-07-01,18.335,0.609
1878-08-01,19.112,0.677
1878-09-01,16.704,0.635
1878-10-01,11.538,0.769
1878-11-01,6.432,0.91
1878-12-01,-0.198,1.509
1879-01-01,-4.182,1.525
1879-02-01,2.498,1.179
1879-03-01,2.153,0.487
1879-04-01,9.659,1.129
1879-05-01,13.275,0.986
1879-06-01,19.358,0.748
1879-07-01,18.936,1.1
1879-08-01,18.888,0.7170000000000001
1879-09-01,16.025,0.8079999999999999
1879-10-01,8.962,0.639
1879-11-01,0.6660000000000004,0.942
1879-12-01,-7.2799999999999985,1.456
1880-01-01,-7.7349999999999985,1.087
1880-02-01,-4.521000000000001,0.515
1880-03-01,-0.1560000000000001,0.99
1880-04-01,9.965,0.5870000000000001
1880-05-01,12.997,0.534
1880-06-01,17.837999999999994,0.652
1880-07-01,20.859,0.556
1880-08-01,17.72,0.606
1880-09-01,14.379,0.893
1880-10-01,10.246,0.537
1880-11-01,4.859,1.507
1880-12-01,-0.0409999999999999,0.531
1881-01-01,-5.724,0.495
1881-02-01,-4.079,0.703
1881-03-01,2.407,0.5710000000000001
1881-04-01,7.027,0.466
1881-05-01,13.571,0.474
1881-06-01,16.669999999999998,0.8390000000000001
1881-07-01,19.57,0.4320000000000001
1881-08-01,19.711,0.45
1881-09-01,13.722,0.64
1881-10-01,7.350999999999999,0.6890000000000001
1881-11-01,1.173,0.884
1881-12-01,-3.0210000000000004,0.992
1882-01-01,-2.4000000000000004,0.406
1882-02-01,-2.099,0.805
1882-03-01,6.573,0.845
1882-04-01,9.095,0.508
1882-05-01,13.645,0.596
1882-06-01,16.304000000000002,0.525
1882-07-01,21.132,0.356
1882-08-01,17.656,0.474
1882-09-01,15.824000000000002,0.327
1882-10-01,8.772,0.544
1882-11-01,4.464,0.867
1882-12-01,0.1039999999999999,0.645
1883-01-01,-5.205,0.745
1883-02-01,-3.593,0.955
1883-03-01,-0.6639999999999997,0.852
1883-04-01,5.8580000000000005,0.379
1883-05-01,14.107,0.249
1883-06-01,18.61,0.311
1883-07-01,20.672,0.706
1883-08-01,19.048,0.659
1883-09-01,15.699000000000002,0.604
1883-10-01,9.746,0.384
1883-11-01,4.412,0.507
1883-12-01,-3.094,0.703
1884-01-01,-3.5860000000000003,0.988
1884-02-01,0.5640000000000001,0.513
1884-03-01,3.359,0.7609999999999999
1884-04-01,7.555,0.6559999999999999
1884-05-01,14.447,0.503
1884-06-01,16.16,0.605
1884-07-01,19.071,0.71
1884-08-01,16.924,1.085
1884-09-01,13.905,0.629
1884-10-01,8.431000000000001,0.706
1884-11-01,-0.3300000000000001,0.993
1884-12-01,0.077,0.931
1885-01-01,-4.229,0.58
1885-02-01,-0.3159999999999998,0.578
1885-03-01,3.636,0.325
1885-04-01,10.079,0.873
1885-05-01,13.571,0.731
1885-06-01,18.638,0.703
1885-07-01,19.903,0.635
1885-08-01,17.697,0.743
1885-09-01,14.805,0.28
1885-10-01,11.209,0.477
1885-11-01,4.141,0.91
1885-12-01,-3.585,0.984
1886-01-01,-0.0080000000000004,0.918
1886-02-01,-2.0540000000000003,1.23
1886-03-01,0.3000000000000003,0.747
1886-04-01,8.95,0.5870000000000001
1886-05-01,14.059,0.7340000000000001
1886-06-01,17.471999999999998,0.259
1886-07-01,18.268,0.7020000000000001
1886-08-01,19.002,0.518
1886-09-01,15.502,0.285
1886-10-01,9.563,0.615
1886-11-01,4.156000000000001,0.632
1886-12-01,2.978,0.856
1887-01-01,-1.5400000000000005,0.8809999999999999
1887-02-01,-4.702999999999999,1.127
1887-03-01,2.459,0.453
1887-04-01,7.841,0.321
1887-05-01,15.288,0.774
1887-06-01,15.755,0.356
1887-07-01,20.481,0.613
1887-08-01,18.683,0.305
1887-09-01,16.435,0.442
1887-10-01,8.491999999999999,0.4270000000000001
1887-11-01,5.148,0.8959999999999999
1887-12-01,-1.244,0.444
1888-01-01,-8.796000000000001,1.244
1888-02-01,-5.348999999999998,1.206
1888-03-01,3.708,0.742
1888-04-01,8.641,0.5529999999999999
1888-05-01,13.741,0.453
1888-06-01,17.558999999999994,0.5429999999999999
1888-07-01,19.404,0.4270000000000001
1888-08-01,18.441,0.448
1888-09-01,15.587,0.54
1888-10-01,9.362,0.613
1888-11-01,0.0419999999999998,0.412
1888-12-01,-2.33,0.8809999999999999
1889-01-01,-6.256,0.974
1889-02-01,-2.107,0.356
1889-03-01,0.8059999999999999,0.743
1889-04-01,8.441,0.415
1889-05-01,15.81,0.51
1889-06-01,18.723,0.248
1889-07-01,20.535,0.343
1889-08-01,19.402,0.453
1889-09-01,12.263,0.463
1889-10-01,11.796,0.4320000000000001
1889-11-01,3.967,0.732
1889-12-01,-5.898999999999999,1.14
1890-01-01,-2.462,0.616
1890-02-01,-5.759,1.536
1890-03-01,3.34,1.038
1890-04-01,10.387,0.773
1890-05-01,15.128,0.762
1890-06-01,15.825,0.392
1890-07-01,20.75500000000001,0.475
1890-08-01,21.926,0.581
1890-09-01,13.625,0.404
1890-10-01,8.389,0.495
1890-11-01,5.468,0.588
1890-12-01,-5.226000000000001,1.305
1891-01-01,-6.645,0.67
1891-02-01,-6.274,0.391
1891-03-01,3.272,0.498
1891-04-01,6.442,0.443
1891-05-01,15.883,0.383
1891-06-01,17.808999999999994,0.344
1891-07-01,20.167,0.42
1891-08-01,19.626,0.508
1891-09-01,15.229,0.56
1891-10-01,9.741,0.621
1891-11-01,3.425,0.693
1891-12-01,-0.977,0.633
1892-01-01,-3.5980000000000003,0.626
1892-02-01,0.06,0.488
1892-03-01,2.244,0.6659999999999999
1892-04-01,9.4,0.364
1892-05-01,14.778,0.413
1892-06-01,18.788,0.434
1892-07-01,18.854,0.391
1892-08-01,20.611,0.405
1892-09-01,18.183,0.342
1892-10-01,11.017,0.424
1892-11-01,0.6819999999999999,0.769
1892-12-01,-4.013999999999999,0.8220000000000001
1893-01-01,-10.915,0.962
1893-02-01,-1.94,0.463
1893-03-01,2.327,0.6779999999999999
1893-04-01,5.497999999999999,0.359
1893-05-01,12.782,0.319
1893-06-01,17.014,0.521
1893-07-01,19.379,0.619
1893-08-01,18.043,0.457
1893-09-01,14.187,0.622
1893-10-01,10.491,0.423
1893-11-01,4.02,0.795
1893-12-01,-1.1840000000000002,0.331
1894-01-01,-6.464,0.88
1894-02-01,-1.293,1.485
1894-03-01,3.939,0.929
1894-04-01,9.504,0.411
1894-05-01,14.066,0.408
1894-06-01,16.273,0.639
1894-07-01,21.226,0.43
1894-08-01,18.993,0.512
1894-09-01,13.378,0.397
1894-10-01,10.967,0.406
1894-11-01,2.465,0.295
1894-12-01,-1.847,0.809
1895-01-01,0.0469999999999997,0.517
1895-02-01,-4.657,0.865
1895-03-01,1.4200000000000002,0.488
1895-04-01,7.904,0.382
1895-05-01,13.361,0.481
1895-06-01,17.249000000000002,0.34
1895-07-01,21.091,0.39
1895-08-01,18.947,0.3
1895-09-01,14.514,0.388
1895-10-01,10.605,0.358
1895-11-01,4.209,0.351
1895-12-01,-2.341,0.8029999999999999
1896-01-01,-8.001000000000001,2.12
1896-02-01,-2.38,1.138
1896-03-01,4.037,0.451
1896-04-01,5.76,0.443
1896-05-01,13.112,0.337
1896-06-01,17.924,0.325
1896-07-01,20.006,0.277
1896-08-01,19.709,0.282
1896-09-01,16.375,0.273
1896-10-01,13.81,0.42
1896-11-01,2.529,0.664
1896-12-01,-0.932,0.813
1897-01-01,-2.6220000000000003,1.228
1897-02-01,-0.962,0.491
1897-03-01,5.01,0.569
1897-04-01,9.572,0.5770000000000001
1897-05-01,14.094,0.455
1897-06-01,17.872999999999994,0.564
1897-07-01,20.365,0.486
1897-08-01,19.956,0.509
1897-09-01,16.401,0.5529999999999999
1897-10-01,8.113999999999999,0.374
1897-11-01,-0.657,0.897
1897-12-01,-3.233,0.74
1898-01-01,-2.2840000000000003,1.002
1898-02-01,-0.7240000000000001,0.476
1898-03-01,2.6870000000000003,0.4320000000000001
1898-04-01,9.24,0.393
1898-05-01,14.741,0.534
1898-06-01,17.387999999999998,0.446
1898-07-01,18.812,0.417
1898-08-01,19.111,0.321
1898-09-01,14.249,0.463
1898-10-01,10.403,0.379
1898-11-01,5.519,0.555
1898-12-01,0.42,0.6679999999999999
1899-01-01,-0.0360000000000004,0.913
1899-02-01,0.8569999999999998,0.802
1899-03-01,2.115,0.389
1899-04-01,9.831,0.339
1899-05-01,15.075,0.461
1899-06-01,16.451999999999998,0.318
1899-07-01,19.452,0.272
1899-08-01,17.375,0.238
1899-09-01,15.429,0.508
